"Albion Street North","Albion Street South","Briggate","Briggate at McDonalds","Commercial Street at Barratts","Commercial Street at Lush","Dortmund Square","Headrow"
1548,1921,2928,1388,2906,3152,2788,1515
2099,2351,4542,1510,4265,3925,4310,2041
2477,2453,5318,1766,5455,4429,5984,2538
2794,2387,6593,1657,6142,4795,7509,2883
2451,2344,7137,1631,6049,5038,7450,2624
2237,1909,5450,1502,4307,3823,5867,2442
1244,1184,3682,1249,1969,2047,3549,1524
435,757,1175,804,595,365,1833,715
151,332,641,484,343,145,1169,471
92,262,429,328,194,78,666,324
103,185,368,291,137,88,482,236
79,242,554,250,159,112,494,255
85,176,595,258,146,92,301,270
0,9,633,57,130,55,136,159
39,103,425,150,92,40,104,72
38,119,423,159,96,17,102,100
61,127,360,157,51,11,64,79
24,36,346,90,34,40,28,47
39,23,215,44,21,25,14,23
18,22,149,39,22,22,7,18
69,263,117,71,47,99,18,25
90,377,209,98,166,274,114,61
139,214,296,199,258,308,178,117
300,388,722,527,625,494,562,297
754,868,1868,1025,990,1165,1118,693
932,1100,2969,1146,1465,1612,1799,978
741,802,4107,1080,1585,2119,2344,1040
915,947,3240,1276,1603,1958,3144,1064
736,675,2453,1180,1425,1703,3256,1023
563,517,1637,945,942,1211,2181,826
293,259,964,542,349,423,1067,354
162,204,311,332,211,159,430,212
63,208,333,364,156,87,276,207
54,62,305,200,138,95,165,122
5,33,227,209,60,21,114,110
25,34,277,185,115,143,79,90
17,112,218,87,100,197,52,46
31,45,213,43,79,153,29,20
28,30,120,25,31,40,27,14
8,8,86,10,36,70,7,2
8,61,155,11,53,229,1,4
27,48,95,6,269,218,7,16
30,115,128,32,219,197,38,13
83,198,246,109,274,176,79,49
495,627,463,274,391,353,345,134
821,921,775,536,928,1071,932,393
875,728,460,394,938,949,1117,579
1026,1273,893,837,1090,1089,1399,649
1905,1524,2073,1167,1219,1558,1918,969
1450,2362,4331,1353,2171,3256,2985,1487
1137,1453,3796,1022,1735,3151,2836,1455
1160,1595,2249,1238,1419,1877,2565,1209
906,1033,1617,1217,1284,1599,2698,1119
1230,1495,1718,1361,1439,1691,2411,1127
1322,1369,1742,1228,1203,1534,1759,997
568,876,1023,827,795,487,966,486
242,191,562,418,583,134,503,251
334,139,398,289,719,102,345,188
125,48,326,223,696,103,205,116
241,169,345,109,150,121,187,94
35,189,177,118,481,250,115,74
68,384,165,50,147,65,54,34
66,119,134,60,148,188,23,10
6,14,136,72,56,194,11,6
29,10,286,21,65,23,7,10
91,117,250,8,225,217,0,0
97,112,135,47,140,220,11,23
110,233,227,109,144,199,73,54
436,650,512,265,304,493,281,145
881,991,944,539,528,684,962,399
925,1109,1059,621,934,1057,932,515
1320,1167,1382,1085,1309,1615,1427,637
1455,1787,2039,1367,1635,2259,2095,1068
1631,2934,5839,1101,2690,4267,3202,1697
1119,1165,7072,735,2656,5427,3683,1750
1275,1609,3638,1311,1947,2290,3482,1304
1116,1305,2022,1361,1586,1899,3343,1199
1519,1654,2330,1545,1809,2088,2767,1419
1429,1614,2058,1350,1472,1826,2041,1213
679,933,1194,942,875,509,1154,662
369,666,725,630,855,230,636,348
183,614,603,265,463,105,451,228
137,123,444,291,429,57,276,189
73,62,357,248,164,139,257,179
102,153,245,161,166,490,173,104
61,162,264,134,102,114,57,63
23,16,184,88,88,50,37,14
39,22,250,75,49,84,44,19
46,479,373,74,145,245,43,38
72,385,266,44,186,328,16,11
43,134,163,56,84,153,26,17
202,881,410,150,308,273,93,68
504,608,697,275,846,483,311,192
800,1010,823,511,1126,879,784,452
1028,862,571,620,746,1038,1011,577
1763,1186,1392,1044,1090,1520,1421,768
1362,1756,1975,1392,1743,2214,2130,1010
2021,2726,3454,1628,2880,4463,3553,1645
2084,2472,3967,1553,2982,4262,4584,1770
1485,1627,2670,1425,1994,2426,4430,1333
1538,1394,2387,1323,1749,2057,4467,1313
1461,1639,2139,1164,1486,1880,3911,1228
1345,1387,2170,1193,1386,1681,2717,1201
541,943,1209,835,1058,606,1487,576
440,552,698,491,705,315,936,415
149,910,576,205,599,145,635,225
122,1463,406,265,505,103,419,150
175,1151,569,275,258,41,347,209
221,426,281,131,270,97,194,90
72,68,274,112,120,202,103,39
34,86,330,87,102,34,44,58
2,123,153,76,24,85,60,16
83,93,300,43,81,151,35,5
130,251,131,14,67,445,1,17
58,12,191,39,170,171,28,13
189,794,587,112,402,260,93,107
422,901,529,271,777,465,370,183
990,1389,826,549,1011,716,1093,448
926,910,475,661,965,578,1224,586
1933,1067,1281,1144,1426,1597,1827,775
1832,1606,2490,1350,1862,2287,2607,1138
1994,2906,4297,1558,2907,4290,4600,1841
2072,2877,4228,1697,3308,4420,5187,1858
1385,1656,2911,1594,2113,2559,4802,1337
1443,1436,2351,1382,1854,1991,4575,1307
1709,1454,2359,1307,1818,2166,4193,1341
1508,1572,2164,1258,1668,1871,2840,1256
565,903,875,964,923,613,1900,745
329,368,587,688,498,181,1296,433
142,157,366,377,354,148,868,225
75,229,249,270,149,71,413,207
104,274,546,323,257,160,382,231
94,226,397,259,468,94,226,151
96,216,380,165,455,123,113,52
93,121,261,135,81,76,84,36
26,6,458,139,70,63,88,38
41,23,539,185,77,49,59,45
103,120,324,57,163,130,20,26
167,58,185,89,221,198,36,23
269,921,431,97,284,258,84,44
847,1205,578,301,638,594,309,169
1025,1646,1084,553,437,957,801,424
1016,1424,1024,594,1571,1231,866,553
1053,1676,1426,753,1570,1868,1504,887
1489,1898,1968,1283,2037,2340,2267,1193
2202,2301,2941,1213,2956,3466,3392,1632
2028,2339,3353,1346,3212,3681,4624,1809
1523,1732,2833,1466,2505,2596,4585,1568
1691,1546,2683,1335,2297,2336,4454,1462
1406,1580,2739,1284,2321,2417,3722,1547
1503,1528,2585,1283,1694,1925,2703,1337
513,884,1420,885,873,650,1506,792
248,778,801,568,520,325,1151,401
140,928,353,261,393,182,761,298
245,479,535,372,398,235,454,295
165,250,549,326,213,82,430,266
118,161,386,227,162,199,254,193
43,97,346,186,126,86,224,101
46,55,354,129,74,49,148,56
23,82,154,103,47,8,122,62
17,67,220,64,32,23,82,27
79,24,232,63,101,24,39,47
21,7,104,45,35,58,49,17
48,105,173,86,111,100,48,36
207,452,380,126,1207,343,92,68
378,797,577,300,1381,265,373,164
738,901,1055,700,1953,1172,781,509
1396,1462,2168,1216,1699,2279,1528,1011
2029,2179,3627,1544,2937,3036,2840,1514
2314,2235,5263,1853,3341,3842,4391,1941
2606,2781,7276,1618,4396,4469,6098,2720
2510,2623,9651,1956,4177,4731,7651,2763
2215,2440,7720,2086,3800,4381,7590,2913
2100,2052,6817,1993,3489,3717,5978,2521
1363,1253,4021,1667,1731,2215,3616,1737
542,727,2297,1137,729,617,1868,924
168,438,689,481,310,170,1191,363
115,293,429,333,335,166,679,234
137,158,373,349,303,114,492,312
102,227,425,337,128,105,503,262
124,211,638,304,249,107,306,220
17,22,443,65,116,42,182,198
114,169,472,221,125,48,138,206
116,177,374,207,121,105,137,67
92,130,360,176,74,59,85,64
41,52,280,90,52,43,36,27
19,14,145,40,16,33,18,38
27,47,89,123,77,142,9,25
254,395,246,144,244,250,23,30
285,580,310,171,271,184,151,81
258,428,347,363,265,256,238,177
427,533,1058,744,667,660,750,538
804,999,2063,1239,1264,1608,1492,1610
1043,1244,3227,1517,1903,2167,2401,1511
1218,1285,4022,1632,2219,2583,3130,1684
1308,1207,3748,1627,2260,2663,4200,1650
1147,1018,3256,1399,1845,2093,4347,1277
703,733,2237,1068,1264,1463,2912,980
355,402,1167,719,540,568,1425,534
163,416,463,393,302,249,573,291
211,389,450,331,289,159,369,255
39,150,300,236,195,73,221,150
67,19,174,126,99,64,152,105
33,298,220,163,179,117,106,124
19,106,125,86,55,48,69,52
13,127,194,56,118,131,38,81
27,33,151,45,54,90,35,6
13,5,144,43,32,96,9,7
19,72,195,21,235,54,2,5
61,139,198,11,1089,75,9,1
42,63,215,36,1380,121,51,22
110,187,281,75,625,284,107,34
576,958,650,257,749,415,467,110
879,1293,860,492,963,495,1261,419
980,1453,890,474,1208,1154,1511,522
999,1444,1165,566,1427,1539,1893,629
1031,1461,1542,792,1722,1943,2596,888
1628,2323,2551,1055,2697,3157,4039,1474
1524,2323,2942,1035,2699,3202,3837,1491
1063,1435,1921,873,2026,1932,3471,1250
878,1128,1723,900,1669,1708,3651,1126
1344,1534,1979,1313,1886,1847,3262,1291
1224,1323,1885,1272,1219,1531,2381,1154
435,827,1061,769,876,587,1307,514
302,547,667,539,548,320,680,304
469,323,482,304,305,200,467,185
118,75,451,233,344,208,277,153
136,192,333,203,142,84,253,129
55,389,265,105,138,24,155,51
74,310,188,49,124,144,66,39
18,82,831,21,213,143,27,5
37,45,252,41,85,215,13,15
52,50,139,30,96,126,8,7
62,81,136,13,193,88,0,11
75,53,172,45,119,115,13,28
139,218,471,109,197,306,89,55
525,921,653,293,610,707,343,119
735,1262,614,708,1083,900,1177,455
790,941,268,920,1083,978,1140,499
1448,1496,1444,1006,1456,1631,1746,800
1760,2003,2529,1395,1741,2103,2565,1103
2175,3490,3416,1729,3088,4235,3920,1685
2112,3401,3777,1709,3586,4734,4509,1679
1304,2160,2663,1534,2194,2804,4262,1332
1119,1793,2193,1402,1866,2261,4092,1193
1335,1964,1897,1308,2056,2320,3388,1143
1428,1976,2173,1301,1710,1864,2499,1088
694,1651,1505,914,1331,667,1413,690
323,1388,752,546,666,234,779,336
335,688,629,393,571,294,552,242
248,1209,453,397,386,113,337,165
263,406,325,294,209,102,314,156
563,377,292,175,190,155,211,94
47,418,250,94,176,92,49,36
30,175,235,81,135,322,31,17
111,128,253,93,138,464,37,26
144,292,267,105,230,171,36,9
130,135,165,83,181,101,13,21
77,67,188,90,234,192,22,18
93,262,407,73,237,237,80,48
494,788,667,232,609,315,267,152
1001,1808,1048,427,1173,708,674,406
907,1523,918,560,1063,846,871,485
866,1391,1298,612,1331,1151,1224,648
985,1912,1642,756,1757,1897,1834,927
1354,2273,2824,1287,2858,3204,3061,1579
1627,2457,2951,1516,3052,2961,3949,1667
1461,1987,2406,1366,2085,2273,3816,1251
1376,1767,2306,1358,1834,2019,3848,1295
1547,2064,2420,1376,1829,2040,3369,1231
1555,2437,2474,1286,1600,1965,2341,1115
635,1969,1341,942,1039,753,1281,553
358,1374,1083,630,888,534,806,381
277,1182,732,414,546,465,547,249
132,277,400,351,325,224,361,201
139,275,380,278,357,290,299,207
74,205,224,146,281,256,167,80
72,294,271,86,159,172,126,20
88,444,156,65,134,134,53,22
10,232,138,37,74,90,71,13
37,223,186,44,99,152,43,11
105,163,139,44,227,293,1,6
75,161,219,62,302,165,33,30
203,358,395,127,533,448,112,82
457,756,626,301,727,559,446,190
1076,1571,984,630,1043,1203,1321,408
1090,1608,1170,859,1515,1540,1479,570
1301,2364,5395,1336,2354,2392,2208,928
1738,3559,5620,1556,2951,3028,3152,1195
2726,6829,8861,1811,4183,5320,5563,1710
2340,6730,10700,1483,3905,6418,6273,1761
1814,3841,6118,1591,2989,3208,5806,1460
1651,3227,5348,1628,2479,2632,5532,1324
1999,3456,5250,1696,2263,2461,5070,1442
1942,3383,5758,1556,1792,2068,3434,1292
1171,3329,6874,1291,1336,1178,2297,787
513,1598,2017,802,576,293,1566,485
297,947,1086,349,394,150,1050,223
129,391,422,353,157,78,500,162
104,231,473,346,143,178,462,197
69,111,240,143,114,60,274,159
52,124,306,102,144,80,77,84
33,33,300,94,114,21,58,19
23,44,222,67,66,32,60,28
45,62,283,65,55,39,40,13
61,44,253,71,808,82,13,4
56,19,144,71,458,93,24,16
57,88,209,96,100,103,58,42
304,330,371,235,271,335,212,139
595,663,651,404,577,613,550,356
635,726,994,334,799,797,595,431
590,765,1469,622,885,802,1033,575
730,964,2379,890,1090,909,1558,783
1200,1825,3103,1137,1883,1818,2332,1178
1326,2404,3599,1269,2027,2105,3179,1389
1334,1839,3462,1420,1813,1716,3153,1196
1315,1852,3516,1430,1655,1674,3063,1156
1413,1849,3300,1346,1514,1551,2559,1190
901,1219,2534,977,993,1141,1858,966
297,871,1296,679,405,386,1036,470
151,638,709,303,248,121,792,243
130,393,516,324,1027,123,524,227
47,216,299,263,830,81,312,139
74,198,260,218,232,99,295,158
60,157,183,161,245,64,175,83
38,97,168,113,129,63,155,37
15,67,194,98,113,18,101,46
15,31,206,77,143,9,83,32
22,33,175,54,84,19,56,19
54,108,199,49,108,32,26,12
9,41,112,24,130,64,33,7
69,117,110,50,77,70,32,25
103,156,192,98,176,158,63,34
460,902,364,303,274,303,257,111
335,974,508,416,537,509,538,186
509,1089,1073,439,623,919,1053,306
757,1960,2173,784,997,1440,1957,585
764,2881,3315,1282,1487,2031,3027,932
1040,4083,4303,1719,2322,2613,4203,1237
1256,4786,5315,1864,2525,2810,5274,1497
1201,3858,5242,1764,2302,2587,5232,1447
997,2870,4559,1609,1796,2041,4120,1401
694,1805,3240,1250,1071,1351,2492,1025
386,894,1551,828,365,387,1288,518
188,634,877,446,243,189,821,345
100,413,515,317,168,130,468,248
71,292,337,250,141,71,339,220
57,220,560,294,130,122,347,182
62,185,590,212,113,107,211,141
4,27,607,32,103,43,207,96
28,101,560,162,93,36,157,85
27,138,446,138,75,32,156,62
13,100,296,97,25,11,97,31
16,38,236,56,56,48,41,21
6,28,138,50,39,51,20,24
46,22,74,21,26,40,10,11
18,27,91,53,52,45,26,20
21,54,131,77,64,64,172,66
57,145,266,178,103,117,272,132
176,542,987,478,426,491,857,361
397,1377,2598,821,994,1162,1705,695
673,2286,6736,1393,1876,2117,2745,1129
652,2032,8938,1271,2295,2839,3576,1479
896,2381,8290,1503,2169,2487,4799,1634
1009,2082,5226,1450,2122,2282,4967,1316
739,1281,3406,1096,1181,1475,3327,897
443,810,1570,744,500,555,1629,448
113,366,577,346,154,153,656,222
55,311,326,245,130,47,421,175
61,157,197,181,68,25,253,109
22,138,121,124,62,26,174,72
17,148,175,116,63,45,120,59
27,170,192,91,54,69,78,47
36,12,134,27,61,30,46,17
12,15,111,27,45,25,42,4
5,14,95,26,3,1,10,5
3,12,67,20,21,13,1,1
27,62,128,25,39,56,10,17
27,26,70,29,50,47,61,15
100,142,210,100,140,152,126,47
310,376,321,240,322,311,552,122
681,798,650,512,820,745,1492,377
656,726,1042,586,816,887,1787,453
828,1136,1823,959,1105,1191,2239,711
1141,1712,2953,1122,1708,1906,3070,976
1792,2875,4614,1569,2775,3339,4778,1533
1818,2874,4673,1657,2835,3393,4539,1616
1278,1831,3579,1432,2019,2238,4106,1233
1184,1617,3186,1357,1704,1889,4319,1113
1328,1735,3117,1336,1733,1720,3859,1273
1334,1802,2759,1257,1259,1501,2816,1015
643,1044,1800,881,593,611,1547,529
314,616,791,516,377,193,805,250
148,448,437,291,159,79,553,144
74,201,245,203,113,80,327,115
41,225,300,197,66,92,298,106
73,198,124,71,53,69,183,85
25,148,109,60,28,29,78,53
27,75,92,38,27,55,31,16
9,39,90,31,6,22,15,6
12,63,71,22,15,3,9,3
42,48,90,25,30,55,0,0
40,58,100,30,69,58,15,12
89,93,163,90,135,154,104,49
382,499,359,279,226,296,404,158
798,873,705,449,700,648,1387,406
744,840,1027,540,836,798,1345,497
857,1171,1896,874,1237,1412,2058,972
1200,1814,3048,1169,1805,2068,3024,1503
1922,3304,4916,1537,2935,3407,4621,2064
2002,3664,4858,1591,3110,3840,5317,2121
1425,2300,3731,1398,2166,2372,5026,1704
1213,1795,2952,1260,1690,1874,4825,1379
1528,2039,3023,1326,1633,1839,3995,1512
1376,1800,2696,1200,1110,1553,2947,1224
646,1200,1779,833,539,648,1665,600
113,806,834,493,393,215,918,356
288,464,531,313,202,180,651,214
162,721,362,236,152,78,398,150
106,612,269,172,190,119,370,111
76,383,144,121,95,52,249,80
58,961,135,46,43,35,52,40
170,789,109,36,20,54,34,11
28,114,124,36,51,84,40,15
138,48,149,42,54,71,39,11
59,72,120,19,67,69,14,3
16,22,138,51,81,62,24,14
79,116,208,87,155,208,86,51
323,394,300,259,239,299,288,156
775,871,865,469,654,761,727,466
527,702,907,453,778,766,939,566
557,977,1599,660,1083,1115,1320,913
791,1810,2724,1065,1461,1604,1979,1298
1632,2780,4247,1558,2578,2833,3302,2005
1875,3054,4859,1590,2905,3174,4260,2097
1391,2289,3933,1452,1914,2164,4116,1829
1167,1980,3340,1340,1603,1950,4151,1638
1379,2045,3225,1369,1692,1992,3634,1499
1391,2080,3076,1265,1460,1687,2525,1252
733,1245,2148,944,685,701,1382,676
209,973,1145,744,474,188,870,463
177,631,683,384,278,133,590,305
148,320,408,243,242,144,389,179
99,256,478,372,128,115,322,209
64,283,269,149,81,78,179,75
18,601,244,83,90,62,121,21
15,77,159,65,62,72,51,13
10,127,153,35,26,8,70,4
61,53,124,30,19,43,40,5
41,312,130,22,61,65,1,15
48,117,118,36,99,134,32,14
88,156,243,100,178,185,108,53
368,403,379,271,271,340,433,147
757,876,930,582,756,868,1282,406
767,910,1145,596,1019,1199,1437,624
1140,1667,2419,1040,1718,1919,2145,1172
1478,2650,3904,1499,2673,2582,3062,1686
2344,4489,6166,1921,4546,4370,5404,2571
2447,4995,7390,1974,4872,5027,6093,2757
1912,3631,6035,1792,3366,3510,5640,2415
1683,3007,5056,1755,2941,2990,5374,2148
1736,2812,4646,1777,2844,2510,4926,2142
1574,2292,3906,1543,1991,2171,3336,1535
863,1585,2707,1206,993,1080,2231,811
357,1082,1579,813,618,256,1522,499
212,764,751,344,329,130,1020,305
159,401,521,352,287,117,485,253
206,586,822,409,262,212,448,311
135,511,828,365,293,210,264,260
111,369,958,295,236,90,125,207
98,177,613,238,222,50,94,100
94,160,718,259,116,27,98,160
96,126,608,263,119,67,65,83
39,51,310,102,66,60,22,32
41,44,216,60,61,78,39,22
65,82,255,80,133,98,94,24
108,109,175,116,136,150,345,63
110,197,194,219,241,233,894,146
390,529,884,571,601,681,968,431
1113,1787,3180,1143,1589,1588,1680,1010
2652,4941,8804,1360,3384,2737,2532,1765
3160,7049,14079,1766,5779,4863,3792,2854
2893,7816,14507,2135,6987,5764,5168,3333
3209,7925,14006,2110,7029,5664,5125,3654
2389,6169,11295,2086,5434,4831,4978,3399
2133,4237,8447,1940,3967,3526,4160,2254
1405,2263,5026,1457,1843,1907,3021,1482
647,1179,2346,927,586,613,1683,663
263,789,1046,461,401,147,1286,395
204,560,669,352,276,115,851,261
189,423,549,368,214,80,508,214
147,348,675,346,144,73,480,225
89,171,647,271,171,106,283,134
144,205,683,156,172,58,181,100
60,90,537,186,84,42,119,82
111,157,409,142,41,6,98,58
73,95,306,114,29,6,66,16
24,58,415,63,32,18,30,47
23,27,109,44,35,44,39,21
49,39,187,80,51,88,38,76
35,76,187,118,200,129,74,93
163,278,135,235,332,332,302,199
468,823,929,738,975,1005,633,625
1793,2906,4642,1313,2285,2210,1239,1158
3483,6471,9716,1459,3910,3802,2303,2166
3277,7775,13102,1740,6047,5372,3562,3005
3319,8659,15166,1952,6688,6652,4947,3596
3456,8378,16208,1939,7273,7231,6207,3828
2643,6743,13105,2078,6022,6463,6158,3327
2451,4861,9840,1897,3845,3980,4849,2723
1489,2639,5050,1217,1938,2353,2934,1537
679,1249,2684,1034,689,897,1516,721
270,1032,1222,675,389,161,966,428
223,530,784,390,228,148,551,378
118,325,611,417,175,75,399,259
158,411,805,351,157,141,408,296
146,425,791,263,150,90,247,251
19,31,720,61,137,53,92,148
0,0,0,0,0,0,69,0
105,158,669,199,217,65,68,136
111,182,568,256,143,44,42,143
79,106,563,177,77,44,18,73
53,53,344,78,53,62,8,35
19,34,165,66,26,25,4,19
28,73,143,39,41,40,11,21
20,50,85,71,63,49,75,48
59,106,74,84,69,85,119,79
114,151,288,295,165,188,377,228
385,441,1100,519,430,417,750,387
598,729,2001,730,527,520,1209,533
695,885,2762,882,676,657,1575,645
474,582,2703,599,714,689,2113,663
408,531,1974,574,525,549,2188,630
270,353,1027,512,398,474,1466,466
230,298,775,401,240,313,717,327
143,248,519,264,171,187,289,311
154,260,543,225,128,133,186,268
100,250,590,282,137,47,112,242
91,205,576,264,107,50,77,180
94,201,628,253,156,40,53,215
93,189,1020,232,176,65,35,168
42,88,842,162,111,42,28,96
93,152,862,156,123,70,26,74
96,167,759,164,74,19,6,110
51,57,515,199,57,32,0,45
31,13,471,97,34,39,6,29
28,16,245,65,24,20,38,13
44,43,231,106,47,56,79,38
37,48,219,96,84,73,348,44
98,149,200,158,185,197,943,84
181,253,442,303,296,311,1130,204
548,812,1374,580,665,725,1416,547
1107,2031,3169,1122,1514,1589,1942,1081
2046,3906,7299,1373,2319,2198,3023,1659
2532,4035,12902,1305,3015,2947,2872,2032
2117,4316,9679,1663,3246,3386,2598,2341
1750,3537,6879,1681,2879,2861,2733,1939
926,1827,4371,1332,1812,1908,2442,1480
660,1082,2778,1000,904,1038,1782,726
381,587,1209,571,285,321,979,344
156,273,520,256,163,176,509,242
74,190,308,229,109,57,350,182
52,177,228,175,90,44,207,106
45,82,166,133,54,23,189,82
28,52,188,83,46,60,116,42
21,32,140,47,42,38,78,17
20,31,88,27,18,12,31,4
18,9,108,36,26,33,15,5
14,18,60,28,6,0,9,5
24,38,62,37,50,69,0,22
39,42,96,39,71,52,15,20
60,64,175,72,168,126,104,37
238,324,307,225,330,318,404,264
306,700,679,389,959,627,1391,386
393,693,409,483,829,832,1348,462
929,1345,1576,915,1351,1468,2063,961
1622,2843,3585,1354,2470,2604,3032,1558
2737,4856,6643,1935,3914,4700,4635,2488
3014,5648,9621,1952,4167,5292,5333,2836
2092,4121,9071,1662,3658,4601,5040,2418
1830,3646,7374,1699,3135,3518,4839,2305
1516,2759,4731,1621,2437,2648,4006,1739
1105,1992,3497,1240,1492,1912,2955,1388
712,1096,2135,753,838,791,1670,788
319,532,1047,475,306,344,921,338
191,507,534,230,214,115,653,208
106,241,316,232,139,62,400,170
72,186,251,194,182,59,371,124
39,82,143,105,94,93,250,54
40,73,140,68,39,80,42,44
